,Job Title,Location,Salary From,Salary To,Python,Java,C++,SQL,Javascript,linux
6069,Data Engineer II,IL,,,1,0,0,1,0,0
6070,Analytical Consulting Analyst (Remote position),IL,,,1,0,0,1,0,0
6071,"Business Data Science Manager, Finance",IL,172000.0,263000.0,1,0,0,1,0,0
6072,"Sr Director, Applied Machine Learning",IL,,,0,0,0,0,0,0
6073,"Director, Statistics",IL,,,0,0,0,0,0,0
6074,Senior Machine Learning Engineer,IL,150000.0,200000.0,1,0,0,1,0,0
6075,Fulfillment Ops Analyst,IL,,,1,0,0,1,0,0
6076,CDP Technical Lead,IL,,,0,0,0,1,0,0
6077,"Director, Impact Analytics",IL,,,0,0,0,0,0,0
6078,Performance Integrity Insights Analyst (REMOTE),MN,,,0,0,0,1,0,0
6079,Senior Machine Learning Engineer,MN,,,1,1,0,0,0,0
6080,Senior Data Scientist,NE,120000.0,150000.0,1,0,0,1,0,0
6081,"Data Scientist, Data Science",OH,,,1,0,0,0,0,0
6082,Sr. Data Scientist,OH,115000.0,172000.0,1,0,0,0,0,0
6083,Lead Data Engineer,OH,,,1,1,0,1,1,0
6084,Advanced Data Engineer (KTD),OH,,,0,0,0,1,0,0
6085,Store Facilities Coordinator,OH,,,0,0,0,0,0,0
6086,"Registered Nurse, (RN) CICU",OH,,,0,0,0,0,0,0
6087,Care Manager,SC,,,0,0,0,0,0,0
6088,Data Scientist,GA,,,1,0,1,1,0,0
6089,Senior Data Engineer (REMOTE),GA,110560.0,165840.0,1,0,0,1,0,1
6090,Senior Backend Engineer (AI Startup),GA,120000.0,180000.0,0,0,0,0,0,0
6091,Machine Learning Engineer,GA,,,1,1,1,0,0,0
6092,Geospatial Data Engineer Analyst,GA,,,1,0,0,1,0,0
6093,Business Intelligence and Insights Manager,GA,,,0,0,0,0,0,0
6094,Data Science Developer,AL,,,1,1,0,1,1,0
6095,Software Engineer,AL,,,1,1,1,0,0,0
6096,Digital Network Exploitation Analyst Level 1,HI,,,0,0,0,0,0,0
6097,Genomic Data Scientist,NC,,,1,0,0,1,0,1
6098,"Staff Software Engineer - Data Infrastructure - (Permanent Remote, US)",NC,,,0,0,0,1,0,0
6099,"Senior Data Platform Engineer, DevOps & Security",NC,,,1,0,0,1,0,0
6100,Manager III - Machine Learning Model Build Collaboration & Ops,NC,,,0,0,0,1,0,0
6101,"Machine Learning Manager, Creativity Apps",NC,,,0,0,0,0,0,0
6102,Senior Data Scientist,LA,115000.0,130000.0,1,0,0,1,0,0
6103,Quantitative Data Scientist (Remote),US,,,1,0,0,1,0,0
6104,Data Engineer & Analyst,MI,80000.0,,1,0,0,1,0,0
6105,Machine Learning Engineer,MI,,,0,0,0,0,0,1
6106,Senior Machine Learning Engineer,MI,150000.0,200000.0,1,0,0,1,0,0
6107,Health Data Scientist,KY,,,1,0,0,1,0,0
6108,Senior Data Analyst,NJ,114400.0,124800.0,0,0,0,1,0,0
6109,IT Data Analyst,NJ,,,1,0,0,1,0,0
6110,Quant Analytics Manager - Digital Analytics,NJ,133000.0,205000.0,1,0,0,1,0,0
6111,"Director, Process & Digital Excellence – Clinical Supply Chain Excellence – IRT & Data Analytics (GPO)",NJ,,,0,0,0,0,0,0
6112,"Principal Data Engineer, Machine Learning & Analytics - SecureWorks - (100% Remote) NY - Niagara Falls Location",NJ,,,1,1,0,1,0,0
6113,Senior Scientist - NLP,NJ,,,1,1,0,0,0,0
6114,"Executive Director, Princeton Precision Health",NJ,,,0,0,0,0,0,0
6115,Account Manager - (CPG/Retail),NJ,,,0,0,0,0,0,0
6116,"Data Engineer - Spark, Python, AWS",OR,,,1,0,0,0,0,0
6117,Senior Product Analytics Engineer,OR,,,1,0,0,1,0,0
6118,Senior Data Scientist,VA,148000.0,185000.0,1,0,0,1,0,1
6119,Data Visualization Developer Expert | Work from Home!,VA,80000.0,115000.0,1,0,0,1,0,0
6120,Data Scientist,VA,,,1,0,0,1,0,0
6121,Data Visualization Developer Expert | Work from Home!,VA,80000.0,115000.0,1,0,0,1,0,0
6122,Data Visualization Developer Expert | Work from Home!,VA,80000.0,115000.0,1,0,0,1,0,0
6123,"Principal Engineer, Machine Learning Engineering",VA,,,1,1,0,0,0,0
6124,Adjunct Lecturer in Data Science,VA,,,0,0,0,0,0,0
6125,Senior Data Scientist/Analyst,VA,,,1,0,0,1,0,0
6126,Senior Machine Learning Engineer,VA,70300.0,139800.0,1,0,0,0,0,0
6127,Sr. Program Manager-Engineering Data Support,OK,,,0,0,0,0,0,0
6128,Big Data Engineer - PySpark,WA,130000.0,155000.0,1,0,0,1,0,0
6129,"AIML - Senior Data Infrastructure Software Engineer, Machine Learning Platform and Technology",WA,,,1,1,0,0,0,0
6130,"AI/ML - Applied Machine Learning Engineer, Speech and Audio Systems",WA,,,1,0,0,0,0,0
6131,Lead Appraiser/Statistical Analyst,WA,,,0,0,0,0,0,0
6132,"Business Intelligence Engineer II – Seattle, WA (Hybrid)",WA,104000.0,124800.0,0,0,0,1,0,0
6133,Principal Software Engineer - - Machine Learning (JoinOCI-SDE),WA,,,1,0,0,0,0,0
6134,"Data Analytics Manager (Seattle, WA)",WA,,,0,0,0,0,0,0
6135,Senior Machine Learning Engineer - TikTok E-commerce Global Supply Chain and Logistics,WA,175750.0,266000.0,0,0,0,0,0,0
6136,Actuary,WA,,,0,0,0,1,0,0
6137,"Manager, Decision Science",CT,100400.0,165700.0,0,0,0,0,0,0
6138,Statistician 3,CT,,,1,0,0,0,0,0
6139,"Lead Software Engineer, Data Engineering",CT,85300.0,170000.0,1,1,1,1,1,1
6140,"Statistical Programming, Associate Director (Principal Programmer), Late Oncology",DE,,,0,0,0,0,0,0
6141,Business Development Representative- Data Analytics,AZ,,,0,0,0,0,0,0
6142,Lead Systems Architect - Cyber Data Science,AZ,,,0,0,0,0,0,0
6143,Data Scientist,UT,,,1,1,0,1,0,0
6144,Director of Business Intelligence,SD,,,0,0,0,1,0,0
6145,Postdoctoral Scholar/Pediatrics - Health Informatics/Data Science-CBMI,TN,,,0,0,0,0,0,0
6146,EHR Statistical programmer,TN,91520.0,114400.0,0,0,0,1,0,0
6147,Senior Manager - Advanced Analytics Consulting,TN,160000.0,180000.0,0,0,0,0,0,0
6148,Senior Data Scientist (Data Models and AI Integration),NV,,,1,0,0,0,0,0
6149,Data Analyst,MA,,,1,0,0,1,0,0
6150,Data Analyst,MA,,,1,0,0,1,0,0
6151,Marketing Data Scientist,MA,,,1,0,0,1,0,0
6152,Principal Data Scientist/AI Researcher,MA,144000.0,216000.0,0,0,0,0,0,0
6153,"Associate Director Data Science, Process, and Analytics, Global Supply Chain",MA,,,0,0,0,0,0,0
6154,Machine Learning Research Scientist,MA,,,1,0,0,0,0,0
6155,Renewable Energy Market & Policy Analyst: Modeling Emphasis,MA,,,1,0,0,0,0,0
6156,Technical Staff (Artificial Intelligence),MA,,,1,0,1,0,0,0
6157,"Lead Software Engineer, Data Engineering",MA,85300.0,170000.0,1,1,1,1,1,1
6158,Systems Support Specialist,MA,,,0,1,0,1,1,0
6159,Research Fellow-Machine Learning for Diagnostics; Simonyan Lab,MA,,,1,0,0,0,0,0
6160,Deep Learning Post Doc Research Fellow,MA,,,1,0,1,0,0,0
6161,QC Data Review Scientist,IA,,,0,0,0,0,0,0
6162,Data Scientist,CA,,,1,0,0,0,0,0
6163,Data Scientist,CA,81400.0,179300.0,1,1,1,1,0,0
6164,"SVP, Data, Measurement and Advanced Analytics",CA,,,1,0,0,1,0,0
6165,E-commerce Data Scientist,CA,153000.0,,1,0,0,1,0,0
6166,Data Scientist,CA,100409.0,130318.0,0,0,0,0,0,0
6167,"Sr. Data Scientist, Analytics",CA,140000.0,225000.0,1,0,0,1,0,0
6168,"Machine Learning Engineer, LLM, Autopilot AI (Dojo)",CA,,,1,0,1,0,0,0
6169,"Data Engineering, Advisor [HYBRID]",CA,,,1,1,0,1,1,0
6170,Project Scientist - Tatonetti Lab - Data-Driven Precision Pharmacology,CA,66600.0,133100.0,0,0,0,0,0,0
6171,Founding Machine Learning Engineer,CA,,,1,0,0,1,0,0
6172,"Senior Data Applied Science Engineer (Hybrid - Seattle, WA)",CA,180000.0,200000.0,1,1,1,1,0,0
6173,"Machine Learning Engineer/Scientist, Motion Planning - Autopilot",CA,,,1,0,0,0,0,0
6174,IT Data and Analytics Leader,CA,130200.0,241800.0,0,0,0,1,0,0
6175,"Manager, Music Analytics",CA,,,1,1,0,1,0,0
6176,Senior Data Scientist,CA,135000.0,170000.0,1,0,0,0,0,0
6177,TSS ServiceNow Data Analyst Senior,IN,84000.0,126000.0,0,0,0,1,0,0
6178,"IT Manager, AI Applications",IN,83000.0,95000.0,1,1,1,0,0,0
6179,Data Analyst III - Data Ventures,AR,,,1,0,0,1,0,0
6180,EBI Medical Informatics Analyst,AR,,,0,0,0,1,0,0
6181,Policy Analyst,MD,,,0,0,0,0,0,0
6182,Sr. Data Analyst,MD,95000.0,,0,0,0,0,0,0
6183,Data Scientist,MD,73100.0,166000.0,1,0,0,1,0,0
6184,Analytics & Data Science Specialist (Hybrid),WA,71394.0,94947.0,1,0,0,1,0,0
6185,2023 Research Assistant (Research Analyst) (Evergreen),WA,,,1,0,1,1,0,0
6186,Data Scientist,MD,,,0,0,0,0,0,0
6187,DATA ANALYST,VA,,,0,0,0,1,0,0
6188,Quantitative Analytics Professional (Hybrid 3-Days in Office),VA,92000.0,138000.0,1,1,0,1,0,0
6189,Data Scientist SME,VA,,,1,0,0,1,0,0
6190,Data Engineer | Top Secret Clearance,VA,,,0,0,0,0,0,0
6191,Data Analyst Senior (IHT),WA,,,0,0,0,0,0,0
6192,Senior Machine Learning Engineer,WA,150000.0,200000.0,1,0,0,1,0,0
6193,Data Scientist Level 2,MD,,,1,0,0,0,0,0
6194,Data Scientist/Analyst,VA,,,1,0,0,0,0,0
6195,"Data Analyst, New Product Introduction (Model Y) - Austin, TX",TX,,,0,0,0,0,0,0
6196,Senior Data Analyst,TX,,,1,0,0,1,0,0
6197,Data Engineer,TX,,,1,0,0,1,0,0
6198,"Program Manager, Data Engineering",TX,,,0,0,0,0,0,0
6199,Financial Analyst,TX,,,0,0,0,0,0,0
6200,Senior Data Analyst,TX,40000.0,,0,1,0,1,1,0
6201,Senior HR Systems & Data Analyst,TX,75000.0,95000.0,0,0,0,0,0,0
6202,Sr. Data Analyst - Commercial Sales,TX,,,0,0,0,0,0,0
6203,Enterprise Data Architect,TX,,,0,0,0,1,0,0
6204,"Business Analyst, Accounting and Accounts Payable Experience Required, Hybrid Schedule",TX,75000.0,95000.0,0,0,0,0,0,0
6205,Operations Analyst,TX,,,1,1,0,1,1,0
6206,Analytics Architect - ONSITE,TX,124800.0,145600.0,1,0,0,1,0,0
6207,Predictive Diagnostic Associate,TX,,,1,0,0,1,0,0
6208,"Finance Data Governance & Stewardship Senior Data Analyst – NA, EUR",TX,68000.0,113850.0,0,0,0,0,0,0
6209,Advanced Analytics Consultant - Health Economics Team (HET),TX,,,1,1,0,1,1,0
6210,Data Scientist I,MO,,,1,1,1,1,0,1
6211,"Data Scientist, Crypto Investment Firm",MO,140000.0,170000.0,1,0,0,1,0,0
6212,Senior Data Analyst and Lead Developer,KS,125000.0,155000.0,1,0,0,1,0,0
6213,Lab Analyst - QC & Statistical Data Analysis,KS,,,0,0,0,0,0,0
6214,Data Analyst,FL,42000.0,65000.0,1,1,0,1,1,0
6215,"Adjunct Faculty, Data Analytics (HTH - BS Program)",FL,120640.0,83200.0,0,0,0,0,0,0
6216,Data Scientist,FL,72921.0,134764.0,0,0,0,0,0,0
6217,"VP, Data and Reporting - Supervision (Hybrid)",FL,,,0,0,0,0,0,0
6218,Senior Cloud Data Migration Engineer,FL,,,1,0,0,1,0,0
6219,"Senior .Net Engineer - Azure Bot Services Developer, Conversational AI",FL,,,0,1,0,1,0,0
6220,Senior Enterprise Integration Architect,FL,,,0,0,0,0,0,0
6221,Data Scientist,MD,100000.0,120000.0,1,1,1,1,1,0
6222,Research Data Analyst,MD,81650.0,64100.0,1,0,0,1,0,0
6223,"Data Scientist - Level II, III, IV",MD,,,0,0,0,0,0,0
6224,Counter-AI Engineer - (A4I),MD,,,1,1,1,0,0,1
6225,"Brand Analytics Manager, Respiratory, Immunology, & Vaccines",MD,,,1,0,0,1,0,0
6226,Data Scientist (TS/SCI/Polygraph),MD,,,1,0,0,0,0,0
6227,Senior Machine Learning Engineer,MD,70300.0,139800.0,1,0,0,0,0,0
6228,Cyberspace Intelligence Analyst Level 2,MD,,,0,0,0,0,0,0
6229,Language Analyst Reporter Level 3 (Chinese-Mandarin),MD,,,0,0,0,0,0,0
6230,Data Analyst,NY,114400.0,118560.0,1,1,0,1,1,0
6231,Senior Data Scientist,NY,143000.0,180000.0,1,1,0,1,0,0
6232,Senior Data Scientist,NY,120000.0,150000.0,1,0,0,1,0,0
6233,"Manager, Data Science",NY,129625.0,183000.0,0,0,0,0,0,0
6234,"Data Scientist, User Behavior",NY,114000.0,140000.0,1,0,0,1,0,0
6235,"Senior Data Scientist, Product Analytics",NY,159100.0,194150.0,1,0,0,1,0,0
6236,eCornell Online Course Facilitator - Data Science,NY,,,1,0,0,1,0,0
6237,Data Collection Specialist,NY,41600.0,43680.0,0,0,0,0,0,0
6238,"Software Engineer, Machine Learning",NY,173000.0,241000.0,1,1,1,0,0,0
6239,"Course Associate, Political Analytics – Experiments (Online Fall 2023)",NY,,,0,0,0,0,0,0
6240,"Manager, Full Stack Developer",NY,100000.0,,0,0,0,1,0,0
6241,Director Marketing Customer Analytics,NY,150000.0,175000.0,0,0,0,1,0,0
6242,AWS Solutions Architect with Data Engineering,NY,105600.0,224910.0,1,1,0,1,0,1
6243,"Senior Backend Engineer, AI",NY,150000.0,190000.0,0,0,0,0,0,0
6244,Global Head of Advanced Analytics & Automation,NY,125900.0,287600.0,1,0,0,1,0,0
6245,Research Data Analyst (Scientist),WI,,,1,0,0,1,0,1
6246,Advanced Analytics Manager (Business Analytics Team),WI,,,1,0,0,1,0,0
6247,Sr Statistician,NM,3732.0,5240.0,0,0,0,0,0,0
6248,Sr Applied Data Scientist,PA,140000.0,150000.0,1,0,0,1,0,0
6249,Data Scientist IV,PA,,,0,0,0,0,0,0
6250,Remote Data Engineer (Clearance Required),PA,,,0,0,0,1,0,0
6251,Data Engineer Senior Consultant (Clearance Required),PA,,,0,0,0,1,0,0
6252,"Data Review Scientist, Biochemistry",PA,,,0,0,0,0,0,0
6253,Business Intelligence Analyst,PA,,,1,0,0,1,0,0
6254,Lead Analyst - CXD Analytics,PA,,,1,0,0,1,0,0
6255,"Cybersecurity Analyst, Mid",CO,58300.0,133000.0,0,0,0,0,0,0
6256,Analytics and Report Developer,CO,95000.0,,1,0,0,1,0,0
6257,Mid Level Full Stack Developer,CO,78000.0,162000.0,1,1,1,1,1,1
6258,"Information Sciences Professional (Entry, Intermediate, Senior, Principal - Open Rank) (Part-time) - Machine Learning Research",CO,,,1,1,1,0,0,0
6259,Digital Twin Data Science and Visualization Group Lead,ID,107520.0,177336.0,0,0,0,0,0,0
6260,"Sr. Data Scientist, ML/ AI",IL,,,1,0,0,0,0,0
6261,Data Engineer,IL,,,1,0,0,1,0,0
6262,Sr Applied Machine Learning Scientist,IL,127500.0,196350.0,1,0,0,1,0,0
6263,Senior Data Scientist,IL,,,1,0,0,1,0,0
6264,"Associate Director, Marketing Science, Data Visualization",IL,,,1,1,0,1,1,0
6265,Principal - Data Engineering,IL,,,1,1,1,1,0,0
6266,Senior Machine Learning Engineer (On-Site),IL,100000.0,140000.0,1,0,1,0,0,0
6267,Lead Fair Lending Statistician,IL,,,0,0,0,0,0,0
6268,Senior Machine Learning Engineer,IL,,,1,0,0,0,0,0
6269,Senior Architect - Data Engineering,IL,,,1,1,1,1,0,0
6270,Machine Learning Solutions Engineer,MN,,,1,0,0,0,0,0
6271,Senior GIS Data Analyst – Telecom MSO,MN,60000.0,80000.0,0,0,0,1,0,0
6272,Data Engineering Advisor,NE,,,1,1,0,1,0,0
6273,Senior Data Engineer,OH,110000.0,,1,0,0,1,0,0
6274,AI/ML Engineer,OH,,,1,1,1,0,0,0
6275,Data and Analytics Consultant,OH,,,1,0,0,1,0,0
6276,INTELLIGENCE INTEGRATION SPECIALIST / DATA SCIENTIST,OH,80000.0,120000.0,1,0,0,0,0,0
6277,"Associate Director - Machine Learning, AI, Computational Modeling",OH,,,1,0,1,0,0,0
6278,Respiratory Therapist Sleep Lab 6:30pm - 7:00am,OH,,,0,0,0,0,0,0
6279,Data Mining Center Journeyman Electrician,SC,68640.0,,0,0,0,0,0,0
6280,Lead Data Science Engineer - Remote US,GA,,,1,0,0,0,0,0
6281,Sr. Data Scientist I (Hybrid - Alpharetta),GA,,,1,0,0,0,0,0
6282,"Product Manager, Spend Analytics",GA,,,0,0,0,0,0,0
6283,Sr. Pricing & Data Scientist (Pricing Optimization),GA,100900.0,170700.0,1,0,0,1,0,0
6284,Lead Machine Learning Engineer,GA,,,1,0,0,1,0,0
6285,Artificial Intelligence (AI) / Machine Language (ML) Specialist III,GA,,,1,1,1,1,0,1
6286,Data Scientist,AL,,,1,1,1,1,1,1
6287,Senior Software Engineer,AL,,,1,1,1,0,0,0
6288,Instructor (Computer Science),HI,,,1,0,1,0,0,0
6289,Data Scientist SME,NC,,,1,0,0,1,0,0
6290,Machine Learning- AI Engineer/Scientist,NC,,,1,0,1,0,0,0
6291,Sr.Data Analyst,NC,,,0,1,0,0,0,0
6292,Business Intelligence Developer,NC,,,0,0,0,1,0,0
6293,AI Related Media Arts Developer and Infrastructure Technologist,NC,,,0,1,1,1,1,1
6294,"Journey Architect, Digital Self Service",LA,,,1,0,0,1,0,0
6295,Data Scientist - Contractor,US,,,1,0,0,1,0,0
6296,Senior Data Engineer (Special Services - ARPA),MI,99965.0,150010.0,1,0,0,1,0,0
6297,Statistician Senior/Intermediate,MI,,,1,0,0,0,0,0
6298,Assistant/Associate Professor- Tenure System,MI,,,0,0,0,0,0,0
6299,Membership Database Administrator,US,,,0,0,0,1,0,0
6300,Data Scientist II,NJ,,,1,0,0,1,0,0
6301,Senior Manager -Insights Storyteller and Data Visualization,NJ,75400.0,162700.0,0,0,0,0,0,0
6302,"Sr. Data Scientist, Generative AI",NJ,,,1,1,1,0,0,0
6303,"Director, Process & Digital Excellence – Clinical Supply Chain Excellence – IRT & Data Analytics (GPO)",NJ,,,0,0,0,0,0,0
6304,Director of Statistics,NJ,102750.0,135000.0,0,0,0,0,0,0
6305,University Lecturer/Senior University Lecturer - Data Science,NJ,,,0,0,0,0,0,0
6306,Scientist - Cheminformatics Scientific Systems Engineer,NJ,,,1,0,1,0,0,1
6307,"Consultant II | Analytics | Retail, Media & Hi-Tech",NJ,,,0,0,0,0,0,0
6308,Career Instructor - Data Science,OR,,,0,0,0,0,0,0
6309,Senior Machine Learning Engineer (North America Remote Ok),OR,,,1,0,0,0,0,1
6310,Machine Learning Data Engineer - Remote,VA,,,1,0,0,0,0,0
6311,"Mid-Level Data Scientist - Arlington, VA",VA,,,1,1,0,1,0,0
6312,"Sr. Software Engineer, Machine Learning",VA,,,1,1,0,0,0,0
6313,Remote Data Engineer (Clearance Required),VA,,,0,0,0,1,0,0
6314,Data Engineer,VA,90700.0,168400.0,1,0,0,1,0,1
6315,Engineering Manager – Data Science Applications Section,VA,121000.0,138000.0,1,1,1,0,0,0
6316,Data Engineer Senior Consultant (Clearance Required),VA,,,0,0,0,1,0,0
6317,Technical PD Data Scientist Engineer,VA,,,1,1,1,0,1,0
6318,Access Operations Liaison,VA,51418.0,82264.0,0,0,0,0,0,0
6319,Data Scientist - Contractor,US,,,1,0,0,1,0,0
6320,"AIML - Search Analytics Data Science Manager, AIML Data",WA,,,0,0,0,0,0,0
6321,Senior Data Scientist,WA,120000.0,150000.0,1,0,0,1,0,0
6322,Scientist I – Informatics & Data Science – Multiomic cellular atlases of primate brain,WA,75003.0,105004.0,1,0,0,0,0,0
6323,Project Manager (SQL/IT),WA,,,0,0,0,1,0,0
6324,ML Engineer,WA,,,1,1,0,0,0,0
6325,Senior Backend Engineer (AI Startup),WA,120000.0,180000.0,0,0,0,0,0,0
6326,AIML - Sr. Machine Learning Engineer - Machine Learning Platform Technology (MLPT),WA,,,1,0,1,0,0,0
6327,"Sr. Machine Learning Engineer, Digital Acceleration",WA,134500.0,,0,0,0,0,0,0
6328,Senior Cyber Systems Architect,US,86000.0,138000.0,0,0,0,0,0,0
6329,Senior Backend Engineer (AI Startup),CT,120000.0,180000.0,0,0,0,0,0,0
6330,"Director, Decision Science -Agency Experience (CX)",CT,125600.0,207200.0,0,0,0,0,0,0
6331,Data Scientist - Contractor,US,,,1,0,0,1,0,0
6332,"VP/Director, Present Customer Analytics",DE,,,1,0,0,1,0,0
6333,Business Development Representative- Data Analytics,AZ,,,0,0,0,0,0,0
6334,Management and Program Analyst (12-Month Roster),AZ,98496.0,158432.0,0,0,0,0,0,0
6335,Data Scientist,UT,,,1,1,0,1,0,0
6336,Data Scientist,SD,96000.0,132000.0,1,1,1,0,0,0
6337,Data Analyst,TN,,,0,0,0,1,0,0
6338,Senior Backend Engineer (AI Startup),TN,120000.0,180000.0,0,0,0,0,0,0
6339,Senior Enterprise Integration Architect,TN,,,0,0,0,0,0,0
6340,Senior Data Scientist,NV,115000.0,130000.0,1,0,0,1,0,0
6341,Data Science Analyst,MA,,,0,0,0,0,0,0
6342,Visualization/Data Scientist,MA,,,0,0,0,0,0,0
6343,Senior Consultant - Data Analyst,MA,,,0,0,0,0,0,0
6344,Senior Data Scientist,MA,,,1,0,0,0,0,0
6345,Sr. Data Engineer,MA,,,1,1,0,1,1,1
6346,Senior Machine Learning Scientist,MA,,,1,0,1,0,0,0
6347,Sr. Data Engineer,MA,,,1,0,0,1,0,0
6348,Senior Financial and Data Analyst,MA,81900.0,94000.0,1,0,0,1,0,0
6349,Chief Auditor,MA,109278.0,126776.0,1,0,0,0,0,0
6350,Data Analyst & QA Tester,MA,,,0,0,0,1,0,0
6351,Senior Technical Data Analyst (SY23-24),MA,,,1,0,0,1,0,0
6352,Technical Staff - Machine Learning Algorithm Developer,MA,,,1,1,1,0,0,0
6353,"Technical Lead, DPLC Lifecycle Data Applications (Remote)",IA,,,0,0,0,0,0,0
6354,Data Scientist,CA,78000.0,126500.0,1,0,0,0,0,0
6355,Data Analyst,CA,74330.0,111494.0,1,0,0,1,0,0
6356,Data Journalist - Remote,CA,,,0,0,0,0,0,0
6357,"Data Science Director, Adoption & Enterprise",CA,298000.0,,1,0,0,1,0,0
6358,Data Analyst,CA,90000.0,120000.0,1,0,0,1,0,0
6359,"Principal Engineer, Applications - Azure Data Bricks/Power BI - Remote",CA,97299.0,189732.0,0,0,0,0,0,0
6360,Principal - Data Science,CA,224000.0,,1,0,0,1,0,0
6361,"Senior Software Engineer, Perception, Machine Learning/Computer Vision",CA,167200.0,250800.0,1,0,1,0,0,0
6362,"Data Scientist, Product Analytics - Monetization",CA,134000.0,194000.0,1,0,0,1,0,0
6363,Senior Data Scientist,CA,120000.0,150000.0,1,0,0,1,0,0
6364,Machine Learning Engineer,CA,116800.0,213900.0,1,1,0,0,0,0
6365,Access Systems Program Manager,CA,,,0,0,0,0,0,0
6366,Machine Learning Physical Design Engineer,CA,,,1,0,1,0,0,0
6367,Senior Machine Learning / Computer Vision Engineer,CA,130000.0,230000.0,1,0,0,0,0,0
6368,Software Developer – Data Platform - Watson Orders,CA,127680.0,237120.0,1,0,0,1,0,1
6369,Senior Data Scientist,IN,120000.0,150000.0,1,0,0,1,0,0
6370,Post Doc Research Associate in Artificial Intelligence,IN,52000.0,,0,0,0,0,0,0
6371,Staff Data Scientist - Science Management,AR,,,1,0,0,0,0,0
6372,"Machine Learning Architect (Senior Consultant) - Deloitte Center for AI Computing | Businesses, Global and Strategic Services (BGS)",AR,,,0,0,0,0,0,0
6373,Data Engineer (Data Science),VA,,,1,0,0,1,0,0
6374,Power BI Instructor (Onsite Contractor-1099),VA,,,0,0,0,0,0,0
6375,Sr. Data Analyst,VA,,,0,0,0,0,0,0
6376,Data Engineer,WA,58400.0,133000.0,1,0,0,1,0,1
6377,Data Scientist Jr,VA,,,0,0,0,0,0,0
6378,Geospatial Analyst,WA,85000.0,,1,0,0,1,0,0
6379,Data Scientist,VA,,,1,1,0,1,1,0
6380,Data Engineer,VA,,,0,0,0,1,0,0
6381,Cloud Data Engineer - Clearance Required,VA,,,0,0,0,0,0,0
6382,Data Scientist/Machine Learning Engineer,VA,,,1,0,0,1,0,0
6383,Senior Big Data Engineer (REMOTE),MD,72000.0,185000.0,1,0,0,1,0,0
6384,"Program Manager, Data Services and Emerging Technologies",MD,,,1,0,0,0,0,0
6385,Senior Data Analyst,VA,,,0,0,0,0,0,0
6386,Data Architect,MD,,,0,0,0,1,0,0
6387,Data Analyst,TX,,,1,0,0,1,0,0
6388,Sr. Data Analyst,TX,,,1,0,0,0,0,0
6389,Data Engineer II (Remote),TX,85000.0,115000.0,1,1,1,1,1,1
6390,Machine Learning Ops Engineering Scientist Associate,TX,78000.0,120000.0,1,0,1,0,0,1
6391,Data Scientist / Scientific Programmer,TX,65000.0,,1,0,0,0,0,0
6392,Business Operations Analyst,TX,,,0,0,0,1,0,0
6393,Data Analyst Staff - Level 4,TX,,,1,0,1,1,0,0
6394,AI ML Processor SOC Architect,TX,,,0,0,1,0,0,1
6395,Sr Data Engineer,TX,,,0,0,0,1,0,0
6396,Senior Data Analyst - (Amherst),TX,,,1,0,0,1,0,0
6397,"Sr Program Manager, AI Solutions",TX,,,0,0,0,0,0,0
6398,Incentive Operations Specialist,TX,,,0,0,0,0,0,0
6399,Business Performance Business Analyst III,TX,81040.0,116495.0,0,0,0,0,0,0
6400,Research Scientist III (Soft Robotic Control and Machine Learning) (S04045P),TX,,,1,0,1,0,0,0
6401,"Lead, Analytics Application Engineer AMER",TX,151500.0,186500.0,1,1,0,0,0,0
6402,Data Scientist - Senior Consultant,MO,,,1,0,0,0,0,0
6403,Data/Information Mgt Analyst - C13 - VP - Hybrid,MO,125240.0,187860.0,0,0,0,1,0,0
6404,Business Intelligence and Analytics Adjunct,KS,,,1,0,0,1,0,0
6405,Software/Data Architect for Analytics,KS,,,0,1,0,1,0,1
6406,Data Scientist,FL,114400.0,135200.0,0,0,0,0,0,0
6407,Data Scientist,FL,,,1,1,1,1,0,0
6408,Senior HR Data Analyst,FL,,,0,0,0,0,0,0
6409,Dashboard and Reporting Analyst,FL,,,0,0,0,1,0,0
6410,"Data Scientist, Crypto Investment Firm",FL,140000.0,170000.0,1,0,0,1,0,0
6411,"Director, Procurement Analytics",FL,,,1,0,0,1,0,0
6412,Utility Economics & Financial Forecasting Analyst,FL,,,1,0,0,1,0,0
6413,Data Scientist,MD,,,1,0,0,0,0,0
6414,Data Scientist (FT),MD,,,0,0,0,0,0,0
6415,2023 Graduate - Sensor Systems/Data Analytics,MD,,,0,0,0,0,0,0
6416,Senior Backend Engineer (AI Startup),MD,120000.0,180000.0,0,0,0,0,0,0
6417,Data Scientist II,MD,,,1,0,0,0,0,0
6418,Decision Scientist,MD,,,0,0,0,0,0,0
6419,Exploitation Analyst Level 3,MD,,,0,0,0,0,0,0
6420,Principal Software Engineer/Developer,MD,,,0,0,0,0,0,1
6421,"Machine Learning Architect (Senior Consultant) - Deloitte Center for AI Computing | Businesses, Global and Strategic Services (BGS)",MD,,,0,0,0,0,0,0
6422,Investigations and Insights Data Scientist - USDS,NY,144000.0,,1,0,0,1,0,0
6423,Computer Scientist/Computer Engineer/Data Scientist,NY,81763.0,128388.0,0,0,0,0,0,0
6424,Digital Acquisitions Data Scientist Lead,NY,185640.0,278460.0,1,0,0,0,0,0
6425,Senior Data Analytics Specialist,NY,75000.0,118063.0,1,0,0,1,0,0
